service_id,date,exception_type
"171_100221","20191202","1"
"171_100221","20191203","1"
"171_100221","20191204","1"
"171_100221","20191205","1"
"171_100221","20191206","1"
"171_100221","20191209","1"
"171_100221","20191210","1"
"171_100221","20191211","1"
"171_100221","20191212","1"
"171_100221","20191213","1"
"171_100221","20191216","1"
"171_100221","20191217","1"
"171_100221","20191218","1"
"171_100221","20191219","1"
"171_100221","20191220","1"
"171_100221","20191223","1"
"171_100221","20200107","1"
"171_100221","20200108","1"
"171_100221","20200109","1"
"171_100221","20200110","1"
"171_100221","20200113","1"
"171_100221","20200114","1"
"171_100221","20200115","1"
"171_100221","20200116","1"
"171_100221","20200117","1"
"171_100221","20200120","1"
"171_100221","20200121","1"
"171_100221","20200122","1"
"171_100221","20200123","1"
"171_100221","20200124","1"
"171_100221","20200127","1"
"171_100221","20200128","1"
"171_100221","20200129","1"
"171_100221","20200130","1"
"171_100221","20200131","1"
"171_100221","20200203","1"
"171_100221","20200204","1"
"171_100221","20200205","1"
"171_100221","20200206","1"
"171_100221","20200207","1"
"171_100221","20200210","1"
"171_100221","20200211","1"
"171_100221","20200212","1"
"171_100221","20200213","1"
"171_100221","20200214","1"
"171_100221","20200217","1"
"171_100221","20200218","1"
"171_100221","20200219","1"
"171_100221","20200220","1"
"171_100221","20200221","1"
"171_100221","20200224","1"
"171_100221","20200225","1"
"171_100221","20200226","1"
"171_100221","20200227","1"
"171_100221","20200228","1"
"171_100221","20200302","1"
"171_100221","20200303","1"
"171_100221","20200304","1"
"171_100221","20200305","1"
"171_100221","20200306","1"
"171_100221","20200309","1"
"171_100221","20200310","1"
"171_100221","20200311","1"
"171_100221","20200312","1"
"171_100221","20200313","1"
"171_100221","20200316","1"
"171_100221","20200317","1"
"171_100221","20200318","1"
"171_100221","20200319","1"
"171_100221","20200320","1"
